carat,cut,color,clarity,depth,table,x,y,z,price
0.26,Very Good,F,SI1,59.6,55.0,4.18,4.24,2.51,590
0.31,Good,H,SI1,64.0,54.0,4.31,4.29,2.75,521
1.11,Ideal,E,SI1,62.1,55.0,6.66,6.68,4.14,7218
1.11,Ideal,F,VS2,60.9,57.0,6.69,6.75,4.09,8233
0.42,Very Good,H,VS2,60.9,55.0,4.87,4.89,2.97,1190
0.58,Ideal,F,VVS2,62.2,56.0,5.32,5.36,3.32,2567
0.39,Ideal,D,VS1,61.9,57.0,4.71,4.69,2.91,1170
0.31,Ideal,E,SI2,60.1,57.0,4.44,4.41,2.66,558
1.5,Premium,F,VS2,61.6,58.0,7.31,7.37,4.52,14071
0.42,Premium,F,VVS2,60.3,59.0,4.86,4.83,2.92,1221
0.3,Premium,D,SI1,62.7,60.0,4.26,4.23,2.66,709
0.3,Premium,E,VVS2,60.8,60.0,4.31,4.27,2.61,1013
0.5,Ideal,G,VVS1,62.2,56.0,5.08,5.11,3.17,1897
0.3,Very Good,G,VS1,63.3,56.0,4.3,4.26,2.71,776
0.9,Very Good,G,VS2,61.0,60.0,6.21,6.24,3.8,4210
0.9,Good,G,VS1,64.5,57.0,6.01,6.08,3.9,3977
1.15,Premium,E,SI2,61.8,56.0,6.75,6.7,4.15,4701
1.09,Premium,H,VS1,60.2,59.0,6.71,6.67,4.03,5860
1.51,Good,D,I1,57.0,64.0,7.48,7.53,4.28,5979
0.38,Premium,D,SI1,59.1,58.0,4.77,4.74,2.81,815
0.31,Premium,G,VS1,62.1,58.0,4.31,4.36,2.69,625
0.7,Premium,G,IF,60.0,59.0,5.75,5.79,3.46,3447
0.91,Premium,H,VS2,62.8,58.0,6.17,6.15,3.87,4128
0.4,Ideal,E,VVS2,61.7,57.0,4.77,4.73,2.93,1056
0.75,Good,J,SI1,63.9,56.0,5.76,5.71,3.66,2250
1.0,Ideal,H,SI2,59.4,55.0,6.59,6.65,3.93,4295
1.16,Premium,F,VS2,62.7,58.0,6.71,6.65,4.19,7003
0.31,Very Good,H,VVS2,61.2,55.0,4.41,4.44,2.7,578
0.97,Premium,D,SI2,60.4,61.0,6.4,6.37,3.86,3585
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,8707
0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
1.19,Ideal,D,VVS2,62.0,57.0,6.76,6.86,4.22,12795
2.23,Premium,G,SI2,61.4,58.0,8.41,8.32,5.14,16805
1.0,Fair,H,SI2,67.8,53.0,6.08,6.02,4.1,2530
1.2,Premium,J,SI1,62.8,58.0,6.77,6.7,4.23,4113
0.3,Ideal,H,VS2,62.5,53.2,4.29,4.34,2.69,486
2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93,12587
0.9,Very Good,H,VS2,62.8,58.0,6.13,6.17,3.86,3878
0.33,Premium,E,VS1,61.5,59.0,4.42,4.46,2.73,781
0.52,Very Good,D,VS1,62.5,57.0,5.11,5.16,3.21,1829
0.23,Very Good,F,VS2,61.0,59.0,3.95,3.99,2.42,402
1.51,Ideal,H,VS1,60.8,57.0,7.43,7.46,4.53,11856
0.35,Ideal,H,VVS1,61.5,57.0,4.53,4.54,2.79,798
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2352
1.72,Premium,H,SI1,62.4,62.0,7.63,7.52,4.73,12696
1.11,Very Good,H,SI2,63.4,55.0,6.54,6.51,4.14,4028
0.31,Ideal,D,VS2,62.6,56.0,4.33,4.36,2.72,734
0.32,Ideal,I,IF,60.8,54.0,4.47,4.44,2.71,864
1.09,Very Good,G,VVS2,59.8,61.0,6.64,6.7,3.99,7583
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1333
0.42,Good,G,VVS2,57.7,59.8,4.95,4.96,2.86,1076
0.73,Ideal,E,SI1,61.4,58.0,5.76,5.8,3.55,2914
2.01,Good,H,SI2,57.6,60.0,8.32,8.23,4.76,12215
1.0,Ideal,D,SI2,62.3,56.0,6.39,6.33,3.96,4427
0.36,Ideal,H,VS2,60.8,56.0,4.61,4.63,2.81,587
0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,583
1.5,Good,F,VS2,64.0,56.0,7.18,7.13,4.64,10134
0.43,Very Good,H,SI1,61.5,58.0,4.8,4.86,2.97,716
0.3,Ideal,D,VVS1,62.1,56.0,4.32,4.31,2.68,1094
2.0,Fair,H,SI2,64.5,56.0,7.93,7.86,5.09,11655
0.32,Ideal,G,VS1,62.1,55.0,4.41,4.38,2.73,828
0.34,Good,E,SI1,63.3,56.0,4.41,4.44,2.8,596
1.02,Very Good,E,SI1,62.7,60.0,6.45,6.4,4.03,6397
1.26,Very Good,I,VS1,59.2,60.0,7.09,7.02,4.18,6855
0.7,Good,H,SI2,64.2,58.0,5.56,5.6,3.58,1697
2.16,Premium,H,SI2,59.7,60.0,8.38,8.3,4.98,16400
0.52,Ideal,D,SI1,62.7,56.0,5.17,5.14,3.23,1720
0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,1155
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1720
0.44,Premium,E,SI1,62.2,60.0,4.86,4.79,3.0,1040
0.42,Premium,G,VS2,62.0,58.0,4.81,4.77,2.97,1087
0.8,Very Good,G,SI2,63.0,55.0,5.92,5.95,3.74,2616
0.72,Ideal,G,SI1,60.7,56.0,5.79,5.82,3.53,2776
1.05,Very Good,I,VS2,63.1,58.0,6.47,6.42,4.07,4612
0.37,Ideal,F,VVS2,61.6,57.0,4.59,4.63,2.84,920
0.71,Ideal,E,SI1,59.9,56.0,5.86,5.8,3.49,2704
0.35,Premium,I,VS1,61.8,58.0,4.5,4.53,2.79,552
0.51,Ideal,H,IF,62.6,56.0,5.1,5.13,3.2,1920
1.52,Ideal,I,VS2,62.1,59.0,7.3,7.35,4.55,9465
0.31,Very Good,H,VVS1,63.3,58.0,4.32,4.28,2.72,907
0.55,Ideal,E,VS1,61.5,57.0,5.27,5.23,3.23,1857
0.42,Ideal,D,VVS2,61.4,56.0,4.82,4.85,2.97,1326
0.57,Premium,G,VS2,59.7,59.0,5.37,5.41,3.22,1608
0.5,Ideal,J,VS2,61.7,57.0,5.09,5.12,3.15,875
0.35,Ideal,G,VVS1,61.0,56.0,4.56,4.59,2.79,887
0.5,Premium,D,SI2,62.1,57.0,5.12,5.09,3.17,1279
0.33,Premium,F,VS2,62.1,59.0,4.4,4.45,2.75,666
1.51,Very Good,I,VVS1,62.0,58.0,7.27,7.31,4.52,11512
0.4,Ideal,D,VVS2,60.9,57.0,4.74,4.78,2.9,1353
0.9,Very Good,I,SI2,63.5,56.0,6.17,6.07,3.88,2826
1.0,Premium,H,SI2,61.0,60.0,6.42,6.36,3.9,3472
0.51,Ideal,G,SI2,60.6,57.0,5.17,5.2,3.14,973
0.38,Ideal,D,VS1,61.9,53.5,4.66,4.69,2.9,983
0.41,Premium,E,SI1,61.8,60.0,4.78,4.74,2.94,904
1.5,Premium,H,SI1,61.8,60.0,7.31,7.23,4.49,10567
1.0,Premium,E,SI1,60.5,59.0,6.45,6.4,3.89,5396
0.35,Premium,D,SI2,62.3,58.0,4.48,4.54,2.81,522
0.26,Very Good,E,VVS2,64.3,57.0,3.99,4.03,2.58,547
2.0,Very Good,I,VS2,59.5,62.0,8.13,8.21,4.86,15510
0.43,Fair,H,SI1,62.7,66.0,4.78,4.72,2.98,984
2.0,Premium,J,SI2,59.8,60.0,8.13,8.09,4.85,11899
1.72,Premium,F,SI1,62.0,58.0,7.68,7.65,4.75,14892
0.7,Premium,H,VVS1,60.9,60.0,5.76,5.71,3.49,2406
1.03,Ideal,G,VVS1,59.9,61.0,6.56,6.63,3.95,8955
1.17,Ideal,G,VVS1,62.2,53.0,6.76,6.79,4.21,9799
0.78,Ideal,I,VS2,59.8,58.0,5.98,6.02,3.59,2652
0.5,Good,G,IF,64.0,55.0,5.05,5.08,3.24,1976
2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02,10182
1.06,Ideal,I,SI1,62.8,56.0,6.52,6.47,4.08,4333
0.71,Ideal,F,VS2,61.5,55.0,5.74,5.77,3.54,3516
0.75,Very Good,G,SI1,62.3,55.0,5.81,5.85,3.63,2617
1.0,Good,H,VS1,61.3,64.0,6.39,6.33,3.9,5544
0.52,Ideal,E,VS2,61.1,57.0,5.2,5.18,3.17,1815
0.68,Very Good,E,SI2,63.1,54.5,5.61,5.64,3.55,1821
1.14,Ideal,G,VS1,62.5,56.0,6.69,6.66,4.17,7255
0.51,Very Good,G,VVS2,63.3,58.0,5.07,5.04,3.2,1895
1.01,Very Good,D,SI2,62.0,59.0,6.36,6.4,3.96,4528
0.3,Premium,E,VS2,62.2,60.0,4.28,4.24,2.65,844
0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,484
0.42,Ideal,E,VS2,61.8,57.0,4.81,4.77,2.96,1024
0.5,Very Good,H,VS1,63.0,56.0,5.02,5.05,3.17,1410
1.51,Fair,H,SI2,65.4,60.0,7.06,6.96,4.6,6291
2.0,Premium,I,VS2,62.5,57.0,8.01,7.92,4.98,17574
0.36,Premium,D,SI1,61.5,59.0,4.52,4.55,2.79,663
0.43,Good,E,SI2,63.6,55.0,4.83,4.8,3.06,858
0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,891
1.0,Very Good,E,VS2,64.0,59.0,6.22,6.31,4.01,6285
0.9,Very Good,I,VS1,63.5,57.0,6.06,6.03,3.84,3484
1.24,Good,G,SI2,63.7,60.0,6.77,6.7,4.3,4861
1.06,Fair,G,SI2,65.3,62.0,6.33,6.25,4.11,3633
1.5,Good,G,SI2,64.3,57.0,7.29,7.2,4.66,8190
1.21,Premium,H,SI2,62.9,58.0,6.74,6.69,4.23,4913
0.35,Ideal,D,VS2,61.8,55.0,4.56,4.53,2.81,1063
1.03,Ideal,G,VS1,61.7,54.0,6.49,6.52,4.01,7119
0.76,Ideal,E,VVS1,61.8,54.0,5.9,5.87,3.64,4382
0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,1767
2.38,Premium,G,SI2,62.4,58.0,8.59,8.47,5.32,14648
2.09,Premium,I,SI2,60.1,59.0,8.34,8.3,5.0,10042
1.62,Ideal,G,VS1,62.7,56.0,7.44,7.51,4.69,15246
0.4,Ideal,E,VS2,62.4,56.0,4.74,4.71,2.95,975
1.02,Premium,D,VVS2,61.4,58.0,6.46,6.43,3.96,10773
1.2,Ideal,G,SI2,61.1,57.0,6.86,6.83,4.18,5826
0.9,Very Good,D,SI1,62.5,59.0,6.11,6.15,3.83,4579
2.01,Premium,G,SI2,60.1,60.0,8.25,8.18,4.94,17403
1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02,3669
1.11,Premium,I,SI2,61.2,61.0,6.69,6.65,4.08,4028
0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1625
0.47,Very Good,F,SI1,63.3,60.0,4.98,4.94,3.14,1086
1.28,Very Good,F,SI2,62.5,55.0,6.91,7.0,4.35,5223
0.39,Very Good,E,VVS2,59.5,58.0,4.74,4.77,2.83,1054
1.87,Ideal,H,VS1,59.7,60.0,7.98,8.04,4.78,17761
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3425
0.5,Very Good,E,SI1,63.2,57.0,5.06,5.03,3.19,1415
0.4,Ideal,E,VS1,61.6,56.0,4.73,4.78,2.93,1053
0.31,Premium,G,VS1,62.4,58.0,4.34,4.31,2.7,802
0.59,Ideal,D,SI1,61.0,57.0,5.43,5.46,3.32,1816
0.4,Ideal,G,SI2,60.6,56.0,4.82,4.76,2.91,870
0.43,Ideal,F,VS2,61.1,56.0,4.91,4.88,2.99,968
1.0,Very Good,E,SI1,63.0,54.0,6.36,6.4,4.02,7145
0.73,Ideal,E,VS1,62.3,56.0,5.75,5.8,3.6,3370
2.0,Good,E,SI2,57.6,63.0,8.2,8.16,4.73,16206
1.0,Premium,E,SI2,62.8,59.0,6.34,6.3,3.97,4200
0.4,Very Good,D,SI1,60.3,62.0,4.7,4.75,2.85,720
0.71,Very Good,I,VS1,62.9,59.0,5.68,5.71,3.58,2226
0.39,Premium,D,VS2,60.2,59.0,4.76,4.74,2.86,1024
0.71,Ideal,G,SI1,62.1,54.0,5.72,5.77,3.57,2513
0.3,Premium,G,IF,61.6,60.0,4.32,4.29,2.65,956
1.2,Very Good,G,VVS2,62.4,56.0,6.68,6.74,4.19,8712
0.7,Good,G,VS2,63.8,55.0,5.66,5.59,3.59,2496
1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294
0.72,Ideal,D,VS2,60.8,56.0,5.8,5.84,3.54,3179
0.65,Ideal,E,SI1,62.7,54.0,5.58,5.56,3.49,1989
0.8,Ideal,F,SI2,62.7,55.0,5.94,5.9,3.71,2622
1.03,Ideal,G,VS1,61.3,56.0,6.52,6.5,3.99,7648
0.4,Ideal,G,VVS2,62.4,57.0,4.7,4.73,2.94,917
0.9,Premium,I,VVS2,58.3,60.0,6.32,6.28,3.67,3931
0.51,Ideal,J,SI1,62.5,58.0,5.11,5.13,3.2,1023
1.25,Ideal,E,IF,61.8,55.0,6.95,6.9,4.28,16823
1.54,Good,I,VS1,63.6,60.0,7.3,7.33,4.65,10164
0.91,Good,E,I1,57.7,63.0,6.3,6.35,3.65,2225
0.31,Very Good,H,VS2,62.2,59.0,4.34,4.38,2.71,489
0.3,Premium,H,VS1,60.4,61.0,4.31,4.27,2.59,675
1.06,Very Good,E,VVS2,63.4,55.0,6.46,6.51,4.11,9680
1.01,Fair,I,SI2,66.1,58.0,6.21,6.04,4.05,3054
1.14,Ideal,G,VS2,61.4,56.0,6.74,6.77,4.15,7667
0.56,Very Good,F,VS2,62.0,56.0,5.2,5.22,3.23,1614
1.74,Premium,H,SI1,62.1,59.0,7.69,7.63,4.76,7932
0.64,Ideal,H,IF,60.5,57.0,5.58,5.62,3.39,2420
0.42,Ideal,D,SI1,61.9,57.0,4.77,4.82,2.97,810
0.31,Ideal,D,SI1,61.7,57.0,4.34,4.38,2.69,571
0.31,Ideal,F,VS2,62.2,56.0,4.36,4.39,2.72,583
0.82,Ideal,H,VVS1,62.9,56.0,5.99,5.91,3.74,3420
1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96,3999
1.03,Very Good,D,SI2,63.7,56.0,6.32,6.39,4.05,4580
0.43,Ideal,G,IF,61.8,55.0,4.85,4.89,3.01,1433
0.37,Ideal,E,VS2,62.5,56.0,4.58,4.61,2.87,811
0.77,Ideal,D,VS2,61.6,55.0,5.88,5.91,3.63,3980
0.27,Ideal,H,VS1,61.2,54.0,4.2,4.23,2.58,464
1.01,Good,F,VVS1,63.2,56.0,6.33,6.39,4.02,9012
0.52,Very Good,E,VS2,63.0,58.0,5.07,5.12,3.21,1641
0.34,Good,D,VVS1,57.4,62.0,4.67,4.71,2.69,957
0.35,Ideal,I,SI1,61.3,54.0,4.56,4.51,2.78,606
0.33,Fair,F,VVS2,65.7,54.0,4.37,4.3,2.85,693
1.18,Good,G,SI1,64.2,62.0,6.6,6.51,4.25,4678
0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1115
0.51,Very Good,D,SI1,61.0,60.0,5.15,5.18,3.15,1569
0.32,Good,F,VS2,63.3,57.0,4.34,4.38,2.76,602
0.7,Premium,G,SI1,61.6,58.0,5.71,5.65,3.5,2285
0.85,Premium,D,SI2,60.5,60.0,6.11,6.06,3.68,2737
1.05,Very Good,D,VS2,59.7,58.0,6.56,6.63,3.94,7794
0.71,Ideal,E,VS1,62.3,56.0,5.69,5.74,3.56,3346
0.9,Very Good,H,VS2,63.0,61.0,6.05,6.14,3.84,3878
0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1050
0.6,Very Good,H,VS2,64.2,57.0,5.27,5.32,3.4,1597
1.11,Premium,I,SI2,61.8,58.0,6.66,6.61,4.1,4196
0.31,Premium,F,VS2,62.9,59.0,4.32,4.27,2.7,802
0.32,Very Good,F,VVS2,61.8,60.0,4.36,4.41,2.71,786
1.31,Premium,I,VS1,58.5,60.0,7.18,7.15,4.19,6737
0.9,Good,H,VS2,64.0,57.0,6.14,6.11,3.92,3538
1.21,Ideal,G,VVS1,61.0,57.0,6.93,6.87,4.21,10482
0.35,Very Good,G,VS1,61.2,56.0,4.53,4.56,2.78,706
1.12,Very Good,G,IF,60.9,57.0,6.68,6.79,4.1,8962
1.65,Ideal,H,VVS2,62.1,56.0,7.68,7.65,4.76,12225
0.51,Ideal,G,VS1,61.0,55.0,5.21,5.11,3.15,1781
2.47,Premium,I,SI2,62.5,56.0,8.65,8.6,5.39,14970
0.3,Ideal,H,VS2,62.3,56.0,4.27,4.3,2.67,491
0.46,Ideal,H,SI1,61.2,56.0,4.99,5.04,3.07,1039
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,6196
0.4,Premium,E,SI1,62.9,58.0,4.74,4.71,2.97,907
1.23,Very Good,F,VS1,60.8,58.0,6.9,6.94,4.21,10276
0.7,Premium,G,SI2,62.5,62.0,5.58,5.56,3.48,1814
1.23,Ideal,H,SI1,61.5,57.0,6.92,6.89,4.25,6681
0.7,Premium,F,VS1,62.2,58.0,5.63,5.59,3.49,2669
0.43,Very Good,G,VS2,62.9,56.0,4.77,4.8,3.01,863
0.33,Ideal,E,VS2,62.8,56.0,4.45,4.41,2.78,928
0.45,Ideal,G,SI1,62.0,54.0,4.95,4.98,3.08,852
0.4,Good,E,SI1,63.5,57.0,4.7,4.72,2.99,687
0.3,Ideal,E,VVS2,61.3,57.0,4.3,4.32,2.64,949
1.59,Premium,E,VS1,61.2,58.0,7.58,7.49,4.61,17552
1.51,Premium,G,SI1,60.6,60.0,7.45,7.41,4.5,10267
0.3,Ideal,F,VS2,62.8,55.0,4.33,4.27,2.7,776
2.14,Premium,G,SI2,60.4,59.0,8.38,8.32,5.04,17673
0.91,Very Good,H,SI1,62.2,60.0,6.16,6.22,3.85,3734
0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,1009
1.01,Premium,H,VS1,62.7,58.0,6.39,6.37,4.0,5294
0.34,Ideal,F,VS1,62.2,56.0,4.47,4.44,2.77,956
1.22,Ideal,I,VS1,62.9,54.0,6.83,6.79,4.29,6887
0.33,Premium,E,VS2,61.1,59.0,4.45,4.49,2.73,723
0.78,Very Good,E,VS1,61.5,60.0,5.86,5.92,3.62,3898
0.33,Premium,F,VS2,61.2,58.0,4.5,4.45,2.74,854
1.53,Very Good,D,SI1,59.2,57.0,7.52,7.55,4.46,11873
1.0,Ideal,H,SI1,60.3,56.0,6.52,6.54,3.94,4702
1.01,Very Good,D,SI1,61.4,59.0,6.37,6.43,3.93,6270
0.54,Ideal,E,VS2,61.7,55.0,5.27,5.24,3.24,1847
1.09,Premium,I,SI1,62.0,58.0,6.6,6.56,4.08,4090
1.06,Ideal,G,VS1,61.2,56.0,6.56,6.62,4.03,7790
0.7,Premium,G,SI1,61.8,59.0,5.68,5.59,3.48,2184
1.03,Good,H,SI1,59.3,56.0,6.57,6.66,3.92,4705
0.53,Ideal,G,VVS2,61.8,58.0,5.18,5.2,3.21,1941
1.21,Very Good,H,SI1,63.5,60.0,6.65,6.61,4.21,6566
0.32,Ideal,D,VVS1,61.5,57.0,4.43,4.45,2.73,1067
0.36,Very Good,E,VS2,62.9,56.0,4.52,4.54,2.85,631
0.65,Very Good,H,VVS1,61.6,58.0,5.57,5.62,3.42,2318
0.32,Ideal,E,VVS2,62.4,56.0,4.43,4.39,2.75,1109
0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,682
2.02,Premium,I,SI2,61.4,57.0,8.18,8.08,4.99,13642
1.01,Premium,E,SI2,62.5,60.0,6.39,6.42,4.0,4355
0.49,Good,F,VS1,58.5,61.5,5.18,5.21,3.04,1294
0.72,Premium,H,VS2,61.7,56.0,5.77,5.73,3.55,2316
1.7,Premium,I,VVS2,61.7,57.4,7.62,7.67,4.71,13127
1.18,Ideal,F,VS2,62.0,57.0,6.82,6.77,4.21,7560
0.52,Premium,G,VVS1,61.9,61.0,5.13,5.11,3.17,2153
0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,4592
0.36,Premium,E,VVS2,61.7,59.0,4.56,4.52,2.8,1102
0.31,Ideal,F,VS2,62.3,55.0,4.33,4.3,2.69,802
0.92,Premium,F,SI1,62.6,59.0,6.19,6.23,3.89,3749
1.28,Ideal,I,SI2,62.5,59.0,6.88,6.95,4.32,5719
1.01,Ideal,I,VS1,62.9,56.0,6.43,6.38,4.03,4118
0.4,Ideal,G,IF,61.4,55.0,4.76,4.79,2.93,1333
0.75,Ideal,E,SI2,61.7,55.0,5.9,5.86,3.63,2609
0.31,Premium,J,VS2,62.7,58.0,4.34,4.3,2.71,488
0.56,Ideal,G,SI1,61.6,59.0,5.27,5.32,3.26,1755
0.26,Ideal,F,VS2,62.1,57.0,4.06,4.12,2.54,453
2.0,Premium,H,SI2,62.8,56.0,8.04,7.98,5.03,16031
0.72,Very Good,J,SI1,57.6,63.0,5.89,5.95,3.41,2123
0.32,Premium,G,SI1,59.6,60.0,4.46,4.43,2.65,612
0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3206
0.51,Very Good,E,SI1,62.5,57.0,5.06,5.09,3.17,1438
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2371
2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,11646
0.56,Ideal,E,VS1,61.0,57.0,5.32,5.34,3.25,1978
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,2313
1.51,Very Good,H,SI1,60.6,59.0,7.41,7.45,4.5,10331
0.31,Premium,D,VS2,61.7,58.0,4.32,4.37,2.68,636
1.01,Very Good,F,VS2,59.4,61.0,6.48,6.51,3.86,6288
0.4,Ideal,H,SI1,62.2,55.0,4.72,4.76,2.95,1031
1.05,Ideal,F,VVS1,62.7,57.0,6.5,6.41,4.05,9784
1.0,Premium,F,SI1,62.5,59.0,6.39,6.34,3.98,5152
1.26,Ideal,E,SI1,61.5,59.0,6.92,6.96,4.27,8574
0.32,Ideal,J,IF,62.2,56.0,4.41,4.37,2.73,684
0.32,Ideal,G,VS1,61.7,55.0,4.41,4.37,2.71,828
0.72,Ideal,G,VS1,62.6,53.0,5.76,5.78,3.61,2746
0.38,Ideal,E,VS2,61.7,54.3,4.68,4.69,2.89,853
0.9,Premium,G,SI2,59.9,58.0,6.22,6.27,3.74,3492
1.56,Very Good,I,SI1,62.9,58.0,7.31,7.35,4.61,7584
0.33,Premium,I,VVS2,61.0,59.0,4.41,4.44,2.7,579
1.01,Very Good,H,SI1,63.0,60.0,6.33,6.36,4.0,4559
0.31,Ideal,E,VS2,60.5,56.0,4.38,4.41,2.66,680
1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10224
0.69,Fair,I,VS1,57.9,63.0,5.73,5.77,3.33,1692
1.57,Premium,I,VS2,62.2,58.0,7.43,7.35,4.59,7755
1.7,Premium,D,SI1,61.9,59.0,7.64,7.61,4.72,15238
0.5,Good,D,SI2,63.7,60.0,5.09,5.02,3.22,979
0.91,Premium,H,VS2,60.6,58.0,6.3,6.25,3.8,4293
1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29,10983
0.5,Premium,E,VS2,60.1,61.0,5.2,5.15,3.11,1420
1.01,Premium,J,I1,60.7,59.0,6.42,6.39,3.89,2602
0.51,Premium,E,SI2,60.7,56.0,5.21,5.17,3.15,1211
1.08,Ideal,F,VS1,62.1,53.0,6.6,6.64,4.11,8321
1.21,Ideal,G,VS2,61.7,56.0,6.85,6.83,4.22,6478
0.3,Premium,E,IF,61.9,58.0,4.26,4.3,2.65,1026
0.79,Ideal,E,VS2,61.8,56.0,5.91,5.94,3.66,3605
1.5,Good,I,SI1,63.1,54.0,7.31,7.34,4.62,8258
0.33,Premium,H,VVS1,61.4,59.0,4.44,4.42,2.72,965
1.54,Ideal,G,SI1,61.5,55.0,7.4,7.45,4.57,11333
1.75,Very Good,D,SI2,60.7,57.0,7.78,7.83,4.74,12012
1.11,Ideal,J,VS1,61.3,55.0,6.65,6.75,4.11,5012
1.28,Ideal,G,I1,61.6,57.0,6.96,6.93,4.28,4509
0.3,Very Good,I,VVS2,60.1,63.0,4.31,4.28,2.58,675
2.02,Good,I,VS2,57.9,62.0,8.25,8.3,4.79,16789
1.25,Ideal,H,VS2,62.2,57.0,6.92,6.88,4.29,7365
0.66,Premium,F,VS1,60.8,58.0,5.67,5.64,3.44,2368
2.01,Fair,H,SI2,64.9,56.0,7.88,7.81,5.09,10184
2.02,Ideal,H,SI2,63.0,57.0,8.01,8.06,5.06,15974
0.72,Ideal,F,VVS1,60.8,56.0,5.83,5.81,3.54,5051
0.8,Premium,E,SI2,60.2,57.0,6.05,6.01,3.63,2829
0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,698
0.39,Ideal,J,SI1,62.6,53.0,4.68,4.71,2.94,539
1.07,Very Good,G,VS1,62.8,58.0,6.48,6.52,4.08,7168
1.11,Premium,D,SI2,61.3,60.0,6.6,6.54,4.03,5134
0.43,Ideal,H,VVS1,62.3,54.0,4.85,4.84,3.02,1169
1.2,Ideal,D,SI2,61.7,56.0,6.81,6.88,4.22,6619
1.09,Premium,H,SI2,62.1,55.0,6.63,6.58,4.1,4578
0.33,Ideal,H,IF,62.1,54.0,4.44,4.48,2.77,838
0.52,Very Good,E,SI2,61.8,54.0,5.15,5.18,3.19,1120
0.4,Ideal,E,SI1,61.9,57.0,4.74,4.76,2.94,696
0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,694
1.18,Ideal,G,VVS2,61.3,55.0,6.86,6.81,4.19,10308
0.7,Good,F,VS1,64.0,57.0,5.62,5.54,3.57,2381
1.04,Ideal,G,VS2,62.5,57.0,6.49,6.46,4.05,6709
1.16,Ideal,F,VS2,61.3,57.0,6.76,6.79,4.15,9432
0.78,Very Good,F,VS1,61.7,55.0,5.89,5.94,3.65,3744
0.4,Premium,E,SI2,60.5,59.0,4.78,4.74,2.88,821
1.5,Very Good,H,SI1,62.6,57.0,7.26,7.3,4.56,9157
0.95,Very Good,E,SI2,58.7,63.0,6.37,6.43,3.76,3590
0.51,Premium,F,SI1,61.3,57.0,5.19,5.08,3.15,1274
0.7,Premium,I,VVS1,61.2,59.0,5.65,5.69,3.47,2513
0.5,Ideal,E,VVS2,62.2,57.0,5.08,5.05,3.15,2346
1.13,Premium,H,SI1,62.1,58.0,6.7,6.66,4.15,5410
0.48,Ideal,I,IF,61.4,55.0,5.05,5.08,3.11,1202
0.92,Good,G,VS2,63.4,57.0,6.17,6.23,3.93,4243
0.51,Ideal,D,SI2,59.8,55.0,5.23,5.17,3.11,1359
0.31,Ideal,H,VS2,62.4,55.0,4.33,4.36,2.71,489
0.3,Premium,E,VS2,62.0,59.0,4.31,4.27,2.66,844
0.71,Ideal,H,VS1,61.6,57.0,5.74,5.79,3.55,2175
0.71,Ideal,E,VS2,60.9,56.0,5.77,5.83,3.53,3053
0.42,Ideal,F,VVS2,61.1,57.0,4.82,4.84,2.95,1142
0.32,Premium,G,VS2,60.7,58.0,4.38,4.42,2.67,561
1.24,Very Good,E,SI1,61.7,59.0,6.85,6.89,4.24,8073
0.71,Good,D,SI2,64.3,56.0,5.64,5.59,3.61,2215
1.14,Premium,G,SI1,60.0,55.0,6.85,6.79,4.09,5801
1.5,Very Good,G,SI2,60.7,61.0,7.33,7.36,4.46,8580
1.21,Very Good,I,SI1,60.6,56.0,6.89,6.97,4.2,5457
